M0;0,38;0,13;0,75;0,47;0,99;0,03;1,81;0,15;
M1;0,38;0,13;0,75;0,47;0,99;0,03;1,81;0,15;
M2;0,38;0,13;0,75;0,47;0,99;0,03;1,81;0,15;
M3;0,38;0,13;0,75;0,47;0,99;0,03;1,81;0,15;
